B04	B03	B28	B29	B05	B07	B06	B08	B13	B09	B10	B12	B23	B16	B02	B19	B20	B21	B22	B14	B24	B25	B26	B27
書目識別號(不得修改)	書名	並列題名	分類號類型	分類號	作者	作者號	版本	語言別	出版地	出版社	出版年	裝訂別	價格	ISBN	面寬數	高寬	圖表	附件	稽核項	集叢項	附註項	主題項	追尋項
B01	B04	B03	B53	B54	B55	B56	B57	B58	B52	B59	B60	B61	B62	B63
館藏登錄號(不得重複)	書目識別號	書名(不得修改)	館藏狀態	流通別	資料別	特藏號	冊次號	複本號	排架號	館藏地	來源別	捐贈者	附件	新增日期
00003702	003608	胡桃鉗	館內架上		一般圖書			V6		"本館藏書	"				93-01-27
00003703	003609	阿伊達	館內架上		一般圖書			V7		"本館藏書	"				93-01-27
00003703	003609	光的介紹	館內架上		一般圖書			V7		"本館藏書	"				93-01-27
00003704	003610	魔彈射手	館內架上		一般圖書			V8		"本館藏書	"				93-01-27
00003704	003610	聲音的介紹	館內架上		一般圖書			V8		"本館藏書	"				93-01-27
00003705	003611	牛頓的運動定律	館內架上		一般圖書			V9		"本館藏書	"				93-01-27
00003705	003611	三橘愛	館內架上		一般圖書			V9		"本館藏書	"				93-01-27
00003706	003612	灰姑娘	館內架上		一般圖書			V10		"本館藏書	"				93-01-27
00003706	003612	宇宙的組成單元	館內架上		一般圖書			V10		"本館藏書	"				93-01-27
00003707	003613	狡猾母狐狸	遺失		一般圖書			V11		"本館藏書	"				93-01-27
00003707	003613	綜觀時鐘	遺失		一般圖書			V11		"本館藏書	"				93-01-27
00003708	003614	夜鶯	館內架上		一般圖書			V12		"本館藏書	"				93-01-27
00003708	003614	機械的操作	館內架上		一般圖書			V12		"本館藏書	"				93-01-27
00003709	003615	真假娃娃	報廢		一般圖書			V13		"本館藏書	"				93-01-27
00003710	003616	塞爾維亞理髮師	館內架上		一般圖書			V14		"本館藏書	"				93-01-27
00003711	003617	費加洛婚禮	館內架上		一般圖書			V15		"本館藏書	"				93-01-27
00003712	003618	動物狂歡節	館內架上		一般圖書			V16		"本館藏書	"				93-01-27
00003713	003619	波希米亞人	館內架上		一般圖書			V17		"本館藏書	"				93-01-27
00003714	003620	卡門	館內架上		一般圖書			V18		"本館藏書	"				93-01-27
00003715	003621	歌劇魅影	館內架上		一般圖書			V19		"本館藏書	"				93-01-27
00003716	003622	孩子與魔術	館內架上		一般圖書			V20		"本館藏書	"				93-01-27
00003717	003623	化身博士	報廢		一般圖書			V1		"本館藏書	"				93-01-27
00003718	003624	"晚安,愛蜜莉"	館內架上		一般圖書			V1		"本館藏書	"				93-01-27
00003719	003625	讀冊孩子-春仔	報廢		一般圖書			V1		"本館藏書	"				93-01-27
00003720	003626	我的家缺角了	報廢		一般圖書			V1		"本館藏書	"				93-01-27
00003721	003627	迪士尼	館內架上		一般圖書			V1		"本館藏書	"				93-01-27
00003722	003628	靈山	報廢		一般圖書			V1		"本館藏書	"				93-01-27
00003723	003629	柳林中的風聲	報廢		一般圖書					"本館藏書	"				93-01-27
00003724	003630	擁抱海豹寶寶	報廢		一般圖書					"本館藏書	"				93-01-27
00003725	003631	老人與海	報廢		一般圖書			C1		"本館藏書	"				93-01-27
00003726	003632	我的野生動物朋友	報廢		一般圖書					"本館藏書	"				93-01-27
00003727	003633	諾貝爾傳奇	館內架上		一般圖書					"本館藏書	"				93-01-27
00003728	003634	世界音樂童話繪本-導讀手冊	館內架上		一般圖書					"本館藏書	"				93-01-28
00003729	003635	巴哈	館內架上		一般圖書			V1		"本館藏書	"				93-01-28
00003730	003636	威爾第	館內架上		一般圖書			V2		"本館藏書	"				93-01-28
00003731	003637	貝多芬	館內架上		一般圖書			V3		"本館藏書	"				93-01-28
00003732	003638	莫札特	館內架上		一般圖書			V4		"本館藏書	"				93-01-28
00003733	003639	史特拉文斯基	館內架上		一般圖書			V5		"本館藏書	"				93-01-28
00003734	003640	偉瓦特	館內架上		一般圖書			V6		"本館藏書	"				93-01-28
00003735	003641	蕭邦	館內架上		一般圖書			V7		"本館藏書	"				93-01-28
00003735	003641	全球風雲企業家傳奇	館內架上		一般圖書			V7		"本館藏書	"				93-01-28
00003736	003642	葛許文	館內架上		一般圖書			V8		"本館藏書	"				93-01-28
00003736	003642	全球風雲企業家傳奇	館內架上		一般圖書			V8		"本館藏書	"				93-01-28
00003737	003643	全球風雲企業家傳奇	報廢		一般圖書			V6		"本館藏書	"				93-01-28
00003737	003643	傑克與豌豆樹	報廢		一般圖書			V6		"本館藏書	"				93-01-28
00003738	003644	全球風雲企業家傳奇	館內架上		一般圖書			V1		"本館藏書	"				93-01-28
00003738	003644	SNAKES SHED THEIR SKIN	館內架上		一般圖書			V1		"本館藏書	"				93-01-28
00003739	003645	VULTURES ARE BALD	館內架上		一般圖書			V2		"本館藏書	"				93-01-28
00003739	003645	全球風雲企業家傳奇	館內架上		一般圖書			V2		"本館藏書	"				93-01-28
00003740	003646	FISH GREW LEGS	館內架上		一般圖書			V3		"本館藏書	"				93-01-28
00003740	003646	全球風雲企業家傳奇	館內架上		一般圖書			V3		"本館藏書	"				93-01-28
00003741	003647	TUNNELS ARE ROUND	館內架上		一般圖書			V4		"本館藏書	"				93-01-28
00003741	003647	全球風雲企業家傳奇	館內架上		一般圖書			V4		"本館藏書	"				93-01-28
00003742	003648	全球風雲企業家傳奇	遺失		一般圖書			V5		"本館藏書	"				93-01-28
00003742	003648	THE TELEPHONE RINGS	遺失		一般圖書			V5		"本館藏書	"				93-01-28
00003743	003649	THE SEA IS SALTY	館內架上		一般圖書			V6		"本館藏書	"				93-01-28
00003743	003649	全球風雲企業家傳奇	館內架上		一般圖書			V6		"本館藏書	"				93-01-28
00003744	003651	COUNTRIES FLY FLAGS	館內架上		一般圖書			V7		"本館藏書	"				93-02-03
00003744	003651	全球風雲企業家傳奇	館內架上		一般圖書			V7		"本館藏書	"				93-02-03
00003745	003652	SOAP MAKES BUIBBLES	館內架上		一般圖書			V8		"本館藏書	"				93-02-03
00003746	003653	MY TUMMY RUMBLES	館內架上		一般圖書			V9		"本館藏書	"				93-02-03
00003746	003653	全球風雲企業家傳奇	館內架上		一般圖書			V9		"本館藏書	"				93-02-03
00003747	003654	TREES HAVE LEAVES	館內架上		一般圖書			V10		"本館藏書	"				93-02-03
00003748	003655	KANGAROOS HAVE POUCHES	館內架上		一般圖書			V11		"本館藏書	"				93-02-03
00003748	003655	海洋的小生物	館內架上		一般圖書			V11		"本館藏書	"				93-02-03
00003749	003656	STARS TWINKLE	館內架上		一般圖書			V12		"本館藏書	"				93-02-03
00003749	003656	太空探索	館內架上		一般圖書			V12		"本館藏書	"				93-02-03
00003750	003657	PLANES HAVE WINGS	館內架上		一般圖書			V13		"本館藏書	"				93-02-03
00003750	003657	雨小孩	館內架上		一般圖書			V13		"本館藏書	"				93-02-03
00003751	003658	SPIDERS SPIN WEBS	館內架上		一般圖書			V14		"本館藏書	"				93-02-03
00003751	003658	巫婆與黑貓	館內架上		一般圖書			V14		"本館藏書	"				93-02-03
00003752	003659	小灰狼	館內架上		一般圖書			V15		"本館藏書	"				93-02-03
00003752	003659	ZIPS HAVE TEETH	館內架上		一般圖書			V15		"本館藏書	"				93-02-03
00003753	003660	媽媽的紅沙發	館內架上		一般圖書			V16		"本館藏書	"				93-02-03
00003753	003660	THE SAHARA IS COLD AT NIGHT	館內架上		一般圖書			V16		"本館藏書	"				93-02-03
00003754	003661	月亮先生	報廢		一般圖書			V17		"本館藏書	"				93-02-03
00003754	003661	PYRAMIDS WERE BUILT	報廢		一般圖書			V17		"本館藏書	"				93-02-03
00003755	003662	CAMELS HAVE HUMPS	館內架上		一般圖書			V18		"本館藏書	"				93-02-03
00003755	003662	大狗醫生	館內架上		一般圖書			V18		"本館藏書	"				93-02-03
00003756	003663	THE SUN RISES	館內架上		一般圖書			V19		"本館藏書	"				93-02-03
00003756	003663	跳月的精靈	館內架上		一般圖書			V19		"本館藏書	"				93-02-03
00003757	003664	心靈的提琴手	館內架上		一般圖書			V20		"本館藏書	"				93-02-03
00003757	003664	THE WIND BLOWS	館內架上		一般圖書			V20		"本館藏書	"				93-02-03
00003758	003665	一片披薩一塊錢	報廢		一般圖書			V21		"本館藏書	"				93-02-03
00003758	003665	MOUNTAINS HAVE SNOW ON TOP	報廢		一般圖書			V21		"本館藏書	"				93-02-03
00003759	003667	小小大姊姊	館內架上		一般圖書					"本館藏書	"				93-02-04
00003759	003667	THE LITTLE RED HEN	館內架上		一般圖書					"本館藏書	"				93-02-04
00003760	003668	猜猜我有多愛你	館內架上		一般圖書					"本館藏書	"				93-02-04
00003760	003668	MY GRANDAMA IS WONDERFUL BOOK	館內架上		一般圖書					"本館藏書	"				93-02-04
00003761	003669	MICHAEL FOREMAN MOTHER GOOSE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003762	003670	我的衣裳	館內架上		一般圖書					"本館藏書	"				93-02-04
00003762	003670	ROSIE'S BABIES	館內架上		一般圖書					"本館藏書	"				93-02-04
00003763	003671	穿過隧道	館內架上		一般圖書					"本館藏書	"				93-02-04
00003763	003671	THE TUNNEL	館內架上		一般圖書					"本館藏書	"				93-02-04
00003764	003672	"UP,UP,AND AWAY"	館內架上		一般圖書					"本館藏書	"				93-02-04
00003764	003672	小房子	館內架上		一般圖書					"本館藏書	"				93-02-04
00003765	003673	EVERY TIME 1 CLIMB A TREE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003765	003673	我永遠愛你	館內架上		一般圖書					"本館藏書	"				93-02-04
00003766	003674	ALEXANDER.WHO'S NOT GOING TO MOVE	報廢		一般圖書					"本館藏書	"				93-02-04
00003766	003674	"爸爸,你愛我嗎?"	報廢		一般圖書					"本館藏書	"				93-02-04
00003767	003675	THE MOST WONDERFUL ONE IN THE WORLD	館內架上		一般圖書			V		"本館藏書	"				93-02-04
00003767	003675	花婆婆	館內架上		一般圖書			V		"本館藏書	"				93-02-04
00003768	003676	HELLO.GOODBYE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003769	003677	A BUSY YEAR	館內架上		一般圖書					"本館藏書	"				93-02-04
00003770	003678	COURTNEY	館內架上		一般圖書					"本館藏書	"				93-02-04
00003771	003679	THE PARK IN THE DARK	館內架上		一般圖書					"本館藏書	"				93-02-04
00003772	003680	YO!YES?	館內架上		一般圖書					"本館藏書	"				93-02-04
00003773	003681	OWL MOON	館內架上		一般圖書					"本館藏書	"				93-02-04
00003774	003682	HOW MANY?	館內架上		一般圖書					"本館藏書	"				93-02-04
00003774	003682	數學教學示範帶	館內架上		一般圖書					"本館藏書	"				93-02-04
00003775	003683	NO!SAID JOE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003776	003684	MOONGAME	館內架上		一般圖書					"本館藏書	"				93-02-04
00003777	003685	ROOSTER'S OFF TO SEE THE WORLD	館內架上		一般圖書					"本館藏書	"				93-02-04
00003778	003686	FIVE LITTLE DUCKS	館內架上		一般圖書					"本館藏書	"				93-02-04
00003779	003687	BEN'S TRUMPET	館內架上		一般圖書					"本館藏書	"				93-02-04
00003780	003688	THERE'S COW IN THE CABBAGE PATCH	館內架上		一般圖書					"本館藏書	"				93-02-04
00003781	003689	THE VERY HUNGRY CATERPILLAR	館內架上		一般圖書					"本館藏書	"				93-02-04
00003782	003690	GOOSE ON THE LOOSE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003783	003691	NUMBER PARADE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003784	003692	RUN AND JUMP	館內架上		一般圖書					"本館藏書	"				93-02-04
00003785	003693	SHOES	館內架上		一般圖書					"本館藏書	"				93-02-04
00003786	003694	OFFICEF BUCKLE AND GLORIA	館內架上		一般圖書					"本館藏書	"				93-02-04
00003787	003695	BEAR ON A BIKE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003788	003696	HARPERCOLLINS TREASURY OF PICTURE BOOK CLASSICS	館內架上		一般圖書					"本館藏書	"				93-02-04
00003789	003697	THE TRAIN RIDE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003790	003698	I'M SMALL AND OTHER VERSES	館內架上		一般圖書			C1		"本館藏書	"				93-02-04
00003791	003699	ALPHABATICS	館內架上		一般圖書					"本館藏書	"				93-02-04
00003792	003700	IN THE NEST	館內架上		一般圖書					"本館藏書	"				93-02-04
00003793	003701	LETTER WRITER	館內架上		一般圖書					"本館藏書	"				93-02-04
00003794	003702	GREY RABBIT'S ODD ONE OUT	館內架上		一般圖書					"本館藏書	"				93-02-04
00003795	003703	"ANGEL CHILD, DRAGON CHILD"	館內架上		一般圖書					"本館藏書	"				93-02-04
00003796	003704	THE BEAR UNDER THE STAIRS	館內架上		一般圖書					"本館藏書	"				93-02-04
00003797	003705	ON THE FIRST DAY OF SCHOOL	館內架上		一般圖書					"本館藏書	"				93-02-04
00003798	003706	THE BIG WIDE-MOUTHED FROG	館內架上		一般圖書					"本館藏書	"				93-02-04
00003799	003707	SNOW WHITE IN NEW YORK	館內架上		一般圖書					"本館藏書	"				93-02-04
00003800	003708	A HOUSE IS A HOUSE FOR ME	館內架上		一般圖書					"本館藏書	"				93-02-04
00003801	003709	"BROWN BEAR,BROWN BEAR,WHAT DO YOU SEE?"	館內架上		一般圖書					"本館藏書	"				93-02-04
00003802	003710	FREIGHT TRAIN	館內架上		一般圖書					"本館藏書	"				93-02-04
00003803	003711	A PIECE OF CAKE	報廢		一般圖書					"本館藏書	"				93-02-04
00003804	003712	MY GRANDPA IS AMAZING	館內架上		一般圖書					"本館藏書	"				93-02-04
00003805	003713	OWL BABIES	館內架上		一般圖書					"本館藏書	"				93-02-04
00003806	003714	WE'RE GOING ON A BEAR HUNT	報廢		一般圖書					"本館藏書	"				93-02-04
00003807	003715	THE GRUFFALO+TAPE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003808	003717	FIRST STEPS SMILE+TAPE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003809	003718	ABC+TAPE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003810	003719	MADELINE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003811	003720	THE PHOTO	館內架上		一般圖書					"本館藏書	"				93-02-04
00003812	003721	THIS IS THE HOUSE THAT JACK BUILT	館內架上		一般圖書					"本館藏書	"				93-02-04
00003813	003722	THE THREE LITTLE PIGS	館內架上		一般圖書					"本館藏書	"				93-02-04
00003814	003723	IF I WERE BIGGER THAN ANYONE AND OTHER POEMS	館內架上		一般圖書					"本館藏書	"				93-02-04
00003815	003724	THE HAIRY TOD	館內架上		一般圖書					"本館藏書	"				93-02-04
00003816	003725	THE ANIMAL BOOGIE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003817	003726	MISTER MAGNOLIA	館內架上		一般圖書					"本館藏書	"				93-02-04
00003818	003727	CITY MOUSE-COUNTRY MOUSE AND TWO MORE MOUSE TALES FROM AESOP +TAPE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003819	003728	PIGS FROM A TO Z	館內架上		一般圖書			C1		"本館藏書	"				93-02-04
00003820	003729	SLEEPING ANIMALS	館內架上		一般圖書					"本館藏書	"				93-02-04
00003821	003730	SPRINGS	館內架上		一般圖書					"本館藏書	"				93-02-04
00003822	003731	THE LOST MOTHER	館內架上		一般圖書					"本館藏書	"				93-02-04
00003823	003732	TAKING PICTURES	館內架上		一般圖書					"本館藏書	"				93-02-04
00003824	003733	WHERE'S THE BABY?	館內架上		一般圖書					"本館藏書	"				93-02-04
00003825	003734	THE TREE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003826	003735	LITTLE RABBIT FOO FOO	報廢		一般圖書					"本館藏書	"				93-02-04
00003827	003736	GETTING-TO-GRANDAD BEARS	報廢		一般圖書					"本館藏書	"				93-02-04
00003828	003737	WHAT DADDIES DO BEST+TAPE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003829	003738	HOW HAVE I GROWN?+TAPE	館內架上		一般圖書					"本館藏書	"				93-02-04
00003830	003739	THE PIG IN THE POND	館內架上		一般圖書			V1		"本館藏書	"				93-02-05
00003831	003740	FROG AND TOAD ARE FRIENDS	館內架上		一般圖書					"本館藏書	"				93-02-05
00003832	003741	I LIKE YOU	館內架上		一般圖書			C1		"本館藏書	"				93-02-05
00003833	003742	FANTASTIC DAISY ARTICHOKE	館內架上		一般圖書					"本館藏書	"				93-02-05
00003834	003743	HAD A LITTLE OVERCOAT	館內架上		一般圖書					"本館藏書	"				93-02-05
00003835	003744	HOW BIG IS A PIG?	館內架上		一般圖書					"本館藏書	"				93-02-05
00003836	003745	CHERRIES AND CHERRY PITS	館內架上		一般圖書					"本館藏書	"				93-02-05
00003837	003746	GUESS WHAT I AM	館內架上		一般圖書					"本館藏書	"				93-02-05
